Transaction ID,date_id,Customer ID,product_id,Quantity,Total Amount
98,27,CUST098,1,2,100
99,83,CUST099,7,4,1200
100,84,CUST100,3,1,30
101,85,CUST101,12,2,600
102,86,CUST102,9,2,50
103,14,CUST103,5,1,25
104,87,CUST104,13,2,1000
105,88,CUST105,10,1,500
106,89,CUST106,8,1,50
107,90,CUST107,12,4,1200
108,91,CUST108,9,3,75
109,92,CUST109,10,4,2000
110,87,CUST110,12,3,900
111,91,CUST111,10,3,1500
112,93,CUST112,2,3,1500
113,94,CUST113,6,2,50
114,95,CUST114,9,4,100
115,96,CUST115,2,3,1500
116,97,CUST116,11,1,30
117,98,CUST117,10,2,1000
118,43,CUST118,10,4,2000
119,7,CUST119,8,3,150
120,99,CUST120,1,1,50
121,22,CUST121,15,4,200
122,100,CUST122,3,4,120
123,101,CUST123,3,2,60
124,102,CUST124,2,4,2000
125,103,CUST125,8,2,100
126,104,CUST126,11,3,90
127,105,CUST127,5,2,50
128,54,CUST128,13,1,500
129,27,CUST129,14,2,600
130,106,CUST130,2,1,500
131,107,CUST131,14,2,600
132,108,CUST132,15,4,200
133,109,CUST133,7,3,900
134,110,CUST134,15,1,50
135,111,CUST135,5,2,50
136,112,CUST136,7,2,600
137,52,CUST137,13,2,1000
138,32,CUST138,8,4,200
139,113,CUST139,13,4,2000
140,13,CUST140,3,1,30
141,114,CUST141,15,1,50
142,115,CUST142,7,4,1200
143,116,CUST143,8,1,50
144,117,CUST144,13,3,1500
145,114,CUST145,5,3,75
146,118,CUST146,8,4,200
147,119,CUST147,7,1,300
148,120,CUST148,11,2,60
149,121,CUST149,5,3,75
150,122,CUST150,3,4,120
151,113,CUST151,8,1,50
152,123,CUST152,10,4,2000
153,73,CUST153,10,2,1000
154,46,CUST154,7,3,900
155,72,CUST155,10,4,2000
156,124,CUST156,5,4,100
157,34,CUST157,10,4,2000
158,2,CUST158,7,2,600
159,51,CUST159,8,4,200
160,125,CUST160,8,2,100
161,126,CUST161,13,2,1000
162,64,CUST162,11,2,60
163,127,CUST163,8,3,150
164,101,CUST164,13,3,1500
165,128,CUST165,12,4,1200
166,129,CUST166,2,4,2000
167,130,CUST167,8,3,150
168,131,CUST168,12,1,300
169,132,CUST169,13,3,1500
170,133,CUST170,5,2,50
171,1,CUST171,12,3,900
172,130,CUST172,9,2,50
173,76,CUST173,3,4,120
174,23,CUST174,14,1,300
175,112,CUST175,6,4,100
176,134,CUST176,1,2,100
177,135,CUST177,1,2,100
178,136,CUST178,11,2,60
179,137,CUST179,7,1,300
180,138,CUST180,12,3,900
181,139,CUST181,7,4,1200
182,140,CUST182,4,4,120
183,141,CUST183,14,3,900
184,142,CUST184,15,4,200
185,2,CUST185,5,1,25
186,54,CUST186,8,4,200
187,143,CUST187,8,2,100
188,144,CUST188,5,3,75
189,145,CUST189,1,1,50
190,146,CUST190,4,3,90
191,92,CUST191,9,1,25
192,49,CUST192,1,2,100
193,147,CUST193,13,3,1500
194,148,CUST194,8,4,200
195,58,CUST195,11,1,30
196,149,CUST196,12,3,900
197,150,CUST197,8,4,200
198,151,CUST198,14,3,900
199,152,CUST199,13,3,1500
200,153,CUST200,1,3,150
201,154,CUST201,6,1,25
202,155,CUST202,12,4,1200
203,43,CUST203,2,2,1000
204,119,CUST204,9,1,25
205,156,CUST205,5,1,25
206,13,CUST206,5,1,25
207,91,CUST207,9,2,50
208,136,CUST208,15,4,200
209,157,CUST209,15,4,200
210,158,CUST210,15,4,200
211,159,CUST211,13,3,1500
212,160,CUST212,2,3,1500
213,105,CUST213,13,3,1500
214,71,CUST214,4,2,60
215,24,CUST215,2,3,1500
216,134,CUST216,15,2,100
217,161,CUST217,15,4,200
218,162,CUST218,4,3,90
219,163,CUST219,3,3,90
220,164,CUST220,13,1,500
221,99,CUST221,14,2,600
222,165,CUST222,11,4,120
223,115,CUST223,5,1,25
224,166,CUST224,8,1,50
225,167,CUST225,9,4,100
226,29,CUST226,8,1,50
227,121,CUST227,15,2,100
228,86,CUST228,3,2,60
229,29,CUST229,4,3,90
230,27,CUST230,9,1,25
231,31,CUST231,8,3,150
232,75,CUST232,9,1,25
233,168,CUST233,14,2,600
234,169,CUST234,6,2,50
235,170,CUST235,10,2,1000
236,86,CUST236,5,1,25
237,171,CUST237,13,2,1000
238,14,CUST238,13,1,500
239,172,CUST239,10,3,1500
240,75,CUST240,14,1,300
241,173,CUST241,6,3,75
242,174,CUST242,5,1,25
243,30,CUST243,7,3,900
244,175,CUST244,1,2,100
245,148,CUST245,11,3,90
246,176,CUST246,6,2,50
247,136,CUST247,3,2,60
248,177,CUST248,12,3,900
249,178,CUST249,8,1,50
250,55,CUST250,15,1,50
251,179,CUST251,1,4,200
252,180,CUST252,7,1,300
253,179,CUST253,2,4,2000
254,181,CUST254,10,1,500
255,182,CUST255,11,1,30
256,183,CUST256,2,2,1000
257,39,CUST257,13,4,2000
258,152,CUST258,8,1,50
259,184,CUST259,8,4,200
260,69,CUST260,4,2,60
261,13,CUST261,5,2,50
262,185,CUST262,4,4,120
263,118,CUST263,4,2,60
264,186,CUST264,12,3,900
265,187,CUST265,12,3,900
266,188,CUST266,3,2,60
267,189,CUST267,4,3,90
268,190,CUST268,3,1,30
269,191,CUST269,2,4,2000
270,192,CUST270,7,1,300
271,166,CUST271,4,4,120
272,193,CUST272,15,2,100
273,194,CUST273,1,1,50
274,56,CUST274,2,2,1000
275,182,CUST275,2,2,1000
276,46,CUST276,9,4,100
277,28,CUST277,5,4,100
278,7,CUST278,5,4,100
279,13,CUST279,2,1,500
280,195,CUST280,2,3,1500
281,30,CUST281,13,4,2000
282,79,CUST282,15,4,200
283,194,CUST283,10,1,500
284,196,CUST284,8,4,200
285,197,CUST285,6,1,25
286,154,CUST286,6,2,50
287,190,CUST287,5,4,100
288,198,CUST288,11,4,120
289,199,CUST289,3,2,60
290,136,CUST290,14,2,600
291,200,CUST291,12,2,600
292,16,CUST292,14,4,1200
293,174,CUST293,3,3,90
294,201,CUST294,11,3,90
295,181,CUST295,14,3,900
296,148,CUST296,12,4,1200
297,202,CUST297,10,2,1000
298,176,CUST298,14,4,1200
299,88,CUST299,10,2,1000
300,170,CUST300,15,4,200
301,155,CUST301,11,4,120
302,38,CUST302,14,2,600
303,127,CUST303,3,3,90
304,203,CUST304,3,2,60
305,43,CUST305,4,1,30
306,64,CUST306,15,1,50
307,204,CUST307,6,2,50
308,13,CUST308,14,4,1200
309,205,CUST309,9,1,25
310,206,CUST310,9,1,25
311,60,CUST311,9,4,100
312,207,CUST312,11,4,120
313,35,CUST313,13,3,1500
314,182,CUST314,11,4,120
315,208,CUST315,11,2,60
316,17,CUST316,5,2,50
317,145,CUST317,3,3,90
318,209,CUST318,5,1,25
319,210,CUST319,2,1,500
320,191,CUST320,7,4,1200
321,211,CUST321,6,2,50
322,145,CUST322,10,1,500
323,198,CUST323,14,3,900
324,102,CUST324,15,3,150
325,212,CUST325,6,2,50
326,213,CUST326,5,3,75
327,137,CUST327,15,3,150
328,126,CUST328,1,2,100
329,145,CUST329,6,4,100
330,107,CUST330,1,4,200
331,214,CUST331,3,3,90
332,215,CUST332,7,4,1200
333,58,CUST333,7,4,1200
334,216,CUST334,7,3,900
335,171,CUST335,4,4,120
336,217,CUST336,1,3,150
337,218,CUST337,2,1,500
338,192,CUST338,1,2,100
339,164,CUST339,6,2,50
340,219,CUST340,12,4,1200
341,99,CUST341,8,4,200
342,209,CUST342,2,4,2000
343,216,CUST343,6,2,50
344,220,CUST344,4,1,30
345,221,CUST345,3,1,30
346,214,CUST346,2,2,1000
347,26,CUST347,6,1,25
348,222,CUST348,7,2,600
349,104,CUST349,1,1,50
350,223,CUST350,9,3,75
351,224,CUST351,11,3,90
352,87,CUST352,10,2,1000
353,225,CUST353,10,1,500
354,226,CUST354,1,4,200
355,175,CUST355,10,1,500
356,211,CUST356,10,3,1500
357,144,CUST357,6,3,75
358,43,CUST358,14,1,300
359,95,CUST359,8,1,50
360,177,CUST360,5,4,100
361,71,CUST361,7,4,1200
362,189,CUST362,5,1,25
363,227,CUST363,9,1,25
364,97,CUST364,13,1,500
365,87,CUST365,12,1,300
366,228,CUST366,8,2,100
367,229,CUST367,15,1,50
368,97,CUST368,12,4,1200
369,230,CUST369,10,3,1500
370,231,CUST370,3,2,60
371,63,CUST371,9,1,25
372,228,CUST372,13,3,1500
373,100,CUST373,14,2,600
374,176,CUST374,9,3,75
375,130,CUST375,8,1,50
376,43,CUST376,4,1,30
377,177,CUST377,8,4,200
378,232,CUST378,14,1,300
379,58,CUST379,5,1,25
380,5,CUST380,7,2,600
381,68,CUST381,5,4,100
382,233,CUST382,2,2,1000
383,126,CUST383,4,3,90
384,161,CUST384,2,1,500
385,234,CUST385,10,3,1500
386,57,CUST386,7,2,600
387,235,CUST387,4,1,30
388,236,CUST388,6,1,25
389,188,CUST389,5,2,50
390,119,CUST390,15,2,100
391,229,CUST391,9,2,50
392,237,CUST392,12,2,600
393,121,CUST393,13,2,1000
394,227,CUST394,2,1,500
395,238,CUST395,10,2,1000
396,239,CUST396,4,1,30
397,240,CUST397,9,1,25
398,43,CUST398,12,2,600
399,241,CUST399,4,2,60
400,131,CUST400,8,4,200
401,121,CUST401,12,1,300
402,35,CUST402,12,2,600
403,242,CUST403,12,2,600
404,243,CUST404,10,2,1000
405,42,CUST405,12,4,1200
406,70,CUST406,9,4,100
407,244,CUST407,7,3,900
408,226,CUST408,13,1,500
409,245,CUST409,7,3,900
410,246,CUST410,8,2,100
411,43,CUST411,15,4,200
412,19,CUST412,10,4,2000
413,141,CUST413,9,3,75
414,120,CUST414,9,4,100
415,247,CUST415,11,2,60
416,16,CUST416,10,4,2000
417,246,CUST417,7,3,900
418,13,CUST418,10,2,1000
419,248,CUST419,11,3,90
420,44,CUST420,2,4,2000
421,127,CUST421,2,3,1500
422,249,CUST422,11,3,90
423,250,CUST423,5,1,25
424,251,CUST424,14,4,1200
425,101,CUST425,3,4,120
426,135,CUST426,15,3,150
427,197,CUST427,6,1,25
428,50,CUST428,15,4,200
429,252,CUST429,6,2,50
430,253,CUST430,7,3,900
431,22,CUST431,7,4,1200
432,229,CUST432,10,2,1000
433,2,CUST433,1,4,200
434,196,CUST434,6,2,50
435,157,CUST435,14,3,900
436,254,CUST436,11,4,120
437,10,CUST437,7,4,1200
438,255,CUST438,11,1,30
439,68,CUST439,5,3,75
440,104,CUST440,12,2,600
441,50,CUST441,14,4,1200
442,256,CUST442,5,4,100
443,184,CUST443,12,2,600
444,151,CUST444,11,3,90
445,257,CUST445,7,1,300
446,143,CUST446,15,1,50
447,66,CUST447,13,4,2000
448,220,CUST448,4,2,60
449,40,CUST449,15,4,200
450,70,CUST450,9,2,50
451,73,CUST451,3,1,30
452,194,CUST452,2,3,1500
453,237,CUST453,2,2,1000
454,8,CUST454,9,1,25
455,69,CUST455,6,4,100
456,258,CUST456,3,2,60
457,181,CUST457,14,3,900
458,221,CUST458,6,4,100
459,35,CUST459,12,4,1200
460,174,CUST460,1,1,50
461,67,CUST461,13,2,1000
462,259,CUST462,7,4,1200
463,260,CUST463,13,3,1500
464,3,CUST464,7,2,600
465,129,CUST465,15,3,150
466,249,CUST466,6,4,100
467,185,CUST467,15,3,150
468,175,CUST468,6,1,25
469,194,CUST469,9,3,75
470,72,CUST470,2,2,1000
471,32,CUST471,8,3,150
472,25,CUST472,14,3,900
473,193,CUST473,1,1,50
474,117,CUST474,2,3,1500
475,261,CUST475,5,3,75
476,262,CUST476,2,4,2000
477,263,CUST477,11,4,120
478,158,CUST478,11,2,60
479,45,CUST479,7,4,1200
480,264,CUST480,13,4,2000
481,265,CUST481,7,4,1200
482,61,CUST482,12,4,1200
483,6,CUST483,11,1,30
484,3,CUST484,12,4,1200
485,152,CUST485,3,1,30
486,56,CUST486,6,1,25
487,105,CUST487,2,4,2000
488,266,CUST488,7,3,900
489,30,CUST489,3,1,30
490,58,CUST490,8,3,150
491,30,CUST491,7,3,900
492,264,CUST492,9,4,100
493,124,CUST493,9,2,50
494,107,CUST494,1,4,200
495,105,CUST495,4,2,60
496,267,CUST496,12,2,600
497,46,CUST497,11,4,120
498,172,CUST498,5,4,100
499,268,CUST499,4,2,60
500,241,CUST500,9,4,100
501,225,CUST501,3,2,60
502,129,CUST502,15,3,150
503,269,CUST503,13,4,2000
504,43,CUST504,1,3,150
505,261,CUST505,1,1,50
506,193,CUST506,13,3,1500
507,114,CUST507,10,3,1500
508,125,CUST508,14,2,600
509,41,CUST509,7,3,900
510,211,CUST510,1,4,200
511,270,CUST511,1,2,100
512,156,CUST512,9,1,25
513,271,CUST513,6,4,100
514,241,CUST514,7,1,300
515,116,CUST515,12,3,900
516,55,CUST516,9,4,100
517,182,CUST517,5,4,100
518,272,CUST518,11,1,30
519,44,CUST519,3,4,120
520,168,CUST520,6,4,100
521,270,CUST521,11,4,120
522,138,CUST522,13,3,1500
523,273,CUST523,7,1,300
524,100,CUST524,14,4,1200
525,245,CUST525,9,2,50
526,71,CUST526,8,2,100
527,274,CUST527,5,2,50
528,66,CUST528,11,2,60
529,184,CUST529,8,3,150
530,58,CUST530,3,4,120
531,275,CUST531,10,1,500
532,172,CUST532,11,4,120
533,276,CUST533,10,3,1500
534,211,CUST534,2,2,1000
535,238,CUST535,4,3,90
536,47,CUST536,4,4,120
537,227,CUST537,13,1,500
538,130,CUST538,8,3,150
539,277,CUST539,13,1,500
540,237,CUST540,7,3,900
541,278,CUST541,13,1,500
542,279,CUST542,1,1,50
543,192,CUST543,14,2,600
544,205,CUST544,6,1,25
545,208,CUST545,5,2,50
546,121,CUST546,15,4,200
547,151,CUST547,2,4,2000
548,56,CUST548,11,2,60
549,280,CUST549,1,2,100
550,275,CUST550,12,3,900
551,38,CUST551,7,3,900
552,9,CUST552,6,3,75
553,281,CUST553,12,4,1200
554,282,CUST554,1,3,150
555,219,CUST555,14,1,300
556,235,CUST556,15,1,50
557,283,CUST557,4,3,90
558,284,CUST558,5,1,25
559,138,CUST559,12,4,1200
560,285,CUST560,15,1,50
561,204,CUST561,2,4,2000
562,70,CUST562,6,2,50
563,184,CUST563,11,2,60
564,209,CUST564,15,2,100
565,156,CUST565,4,2,60
566,93,CUST566,11,1,30
567,286,CUST567,12,3,900
568,287,CUST568,7,1,300
569,197,CUST569,15,4,200
570,197,CUST570,2,1,500
571,217,CUST571,15,1,50
572,176,CUST572,2,4,2000
573,271,CUST573,4,2,60
574,179,CUST574,6,2,50
575,288,CUST575,8,2,100
576,152,CUST576,1,3,150
577,147,CUST577,13,4,2000
578,233,CUST578,11,4,120
579,173,CUST579,3,1,30
580,238,CUST580,2,3,1500
581,246,CUST581,4,2,60
582,221,CUST582,12,3,900
583,289,CUST583,6,4,100
584,16,CUST584,1,4,200
585,218,CUST585,5,1,25
586,187,CUST586,15,1,50
587,277,CUST587,14,4,1200
588,165,CUST588,3,2,60
589,23,CUST589,13,2,1000
590,256,CUST590,12,3,900
591,3,CUST591,6,4,100
592,59,CUST592,13,4,2000
593,5,CUST593,3,2,60
594,153,CUST594,7,2,600
595,290,CUST595,2,4,2000
596,228,CUST596,7,1,300
597,291,CUST597,14,4,1200
598,292,CUST598,4,4,120
599,293,CUST599,1,2,100
600,294,CUST600,13,2,1000
601,295,CUST601,11,1,30
602,205,CUST602,7,1,300
603,296,CUST603,11,3,90
604,297,CUST604,15,4,200
605,105,CUST605,10,2,1000
606,180,CUST606,15,1,50
607,256,CUST607,5,3,75
608,93,CUST608,10,3,1500
609,81,CUST609,8,2,100
610,298,CUST610,14,2,600
611,131,CUST611,13,3,1500
612,299,CUST612,10,1,500
613,27,CUST613,11,3,90
614,259,CUST614,14,4,1200
615,205,CUST615,5,4,100
616,300,CUST616,8,2,100
617,301,CUST617,3,1,30
618,198,CUST618,1,1,50
619,82,CUST619,6,4,100
620,194,CUST620,6,3,75
621,302,CUST621,13,2,1000
622,291,CUST622,9,3,75
623,240,CUST623,8,3,150
624,301,CUST624,14,3,900
625,237,CUST625,12,1,300
626,137,CUST626,2,4,2000
627,258,CUST627,8,1,50
628,216,CUST628,1,4,200
629,303,CUST629,6,2,50
630,197,CUST630,8,2,100
631,236,CUST631,3,3,90
632,19,CUST632,6,4,100
633,253,CUST633,4,4,120
634,284,CUST634,10,4,2000
635,304,CUST635,7,3,900
636,32,CUST636,13,3,1500
637,153,CUST637,12,2,600
638,305,CUST638,10,1,500
639,306,CUST639,1,4,200
640,99,CUST640,3,4,120
641,251,CUST641,7,1,300
642,248,CUST642,5,4,100
643,273,CUST643,3,3,90
644,148,CUST644,9,3,75
645,132,CUST645,3,4,120
646,144,CUST646,11,3,90
647,4,CUST647,2,3,1500
648,307,CUST648,14,4,1200
649,308,CUST649,12,2,600
650,159,CUST650,3,1,30
651,204,CUST651,8,3,150
652,218,CUST652,1,2,100
653,242,CUST653,5,3,75
654,289,CUST654,5,3,75
655,309,CUST655,2,1,500
656,136,CUST656,4,3,90
657,214,CUST657,5,1,25
658,106,CUST658,5,1,25
659,310,CUST659,3,1,30
660,311,CUST660,13,2,1000
661,296,CUST661,5,4,100
662,312,CUST662,13,2,1000
663,112,CUST663,12,4,1200
664,252,CUST664,2,4,2000
665,176,CUST665,8,1,50
666,115,CUST666,15,3,150
667,292,CUST667,10,1,500
668,181,CUST668,15,3,150
669,172,CUST669,14,4,1200
670,210,CUST670,4,1,30
671,287,CUST671,15,3,150
672,292,CUST672,1,2,100
673,191,CUST673,2,3,1500
674,313,CUST674,12,1,300
675,280,CUST675,11,2,60
676,203,CUST676,10,3,1500
677,102,CUST677,13,3,1500
678,205,CUST678,7,3,900
679,167,CUST679,4,3,90
680,294,CUST680,12,3,900
681,38,CUST681,3,2,60
682,212,CUST682,14,4,1200
683,31,CUST683,13,2,1000
684,314,CUST684,2,2,1000
685,133,CUST685,6,2,50
686,203,CUST686,15,4,200
687,26,CUST687,7,1,300
688,100,CUST688,5,4,100
689,10,CUST689,15,2,100
690,20,CUST690,12,3,900
691,27,CUST691,11,3,90
692,207,CUST692,8,2,100
693,27,CUST693,13,3,1500
694,242,CUST694,6,2,50
695,270,CUST695,15,3,150
696,148,CUST696,8,4,200
697,268,CUST697,2,1,500
698,203,CUST698,7,1,300
699,37,CUST699,11,4,120
700,175,CUST700,10,4,2000
701,267,CUST701,4,2,60
702,283,CUST702,12,2,600
703,155,CUST703,15,2,100
704,118,CUST704,11,3,90
705,151,CUST705,6,2,50
706,230,CUST706,6,4,100
707,78,CUST707,2,1,500
708,21,CUST708,14,3,900
709,315,CUST709,10,2,1000
710,316,CUST710,10,3,1500
711,231,CUST711,10,3,1500
712,238,CUST712,9,2,50
713,21,CUST713,9,3,75
714,317,CUST714,2,1,500
715,96,CUST715,9,4,100
716,103,CUST716,12,4,1200
717,318,CUST717,2,1,500
718,79,CUST718,9,3,75
719,195,CUST719,11,2,60
720,198,CUST720,13,3,1500
721,225,CUST721,2,1,500
722,38,CUST722,14,3,900
723,279,CUST723,1,4,200
724,91,CUST724,8,3,150
725,64,CUST725,7,1,300
726,279,CUST726,12,4,1200
727,37,CUST727,14,3,900
728,38,CUST728,15,3,150
729,30,CUST729,12,4,1200
730,280,CUST730,5,2,50
731,319,CUST731,2,4,2000
732,214,CUST732,10,2,1000
733,262,CUST733,4,1,30
734,142,CUST734,11,1,30
735,136,CUST735,2,4,2000
736,247,CUST736,5,4,100
737,264,CUST737,8,1,50
738,6,CUST738,8,2,100
739,24,CUST739,9,1,25
740,58,CUST740,1,4,200
741,199,CUST741,12,1,300
742,220,CUST742,10,4,2000
743,15,CUST743,13,4,2000
744,99,CUST744,6,1,25
745,158,CUST745,1,2,100
746,167,CUST746,11,3,90
747,230,CUST747,4,1,30
748,112,CUST748,8,3,150
749,144,CUST749,4,1,30
750,150,CUST750,5,3,75
751,179,CUST751,5,2,50
752,175,CUST752,8,2,100
753,123,CUST753,11,1,30
754,231,CUST754,6,4,100
755,17,CUST755,5,3,75
756,287,CUST756,7,4,1200
757,320,CUST757,7,4,1200
758,321,CUST758,5,4,100
759,322,CUST759,15,2,100
760,201,CUST760,13,1,500
761,156,CUST761,2,1,500
762,156,CUST762,6,2,50
763,123,CUST763,5,2,50
764,67,CUST764,5,1,25
765,160,CUST765,8,4,200
766,193,CUST766,7,3,900
767,209,CUST767,9,3,75
768,21,CUST768,9,3,75
769,160,CUST769,3,4,120
770,294,CUST770,8,1,50
771,9,CUST771,6,2,50
772,323,CUST772,3,1,30
773,324,CUST773,10,4,2000
774,23,CUST774,5,2,50
775,196,CUST775,6,4,100
776,316,CUST776,11,3,90
777,157,CUST777,15,3,150
778,52,CUST778,9,4,100
779,180,CUST779,10,2,1000
780,8,CUST780,6,2,50
781,205,CUST781,13,1,500
782,235,CUST782,12,3,900
783,83,CUST783,12,1,300
784,325,CUST784,10,1,500
785,164,CUST785,1,4,200
786,223,CUST786,5,4,100
787,257,CUST787,6,1,25
788,326,CUST788,14,3,900
789,149,CUST789,2,4,2000
790,103,CUST790,5,1,25
791,60,CUST791,9,1,25
792,68,CUST792,1,1,50
793,58,CUST793,4,1,30
794,130,CUST794,14,1,300
795,74,CUST795,7,1,300
796,34,CUST796,4,4,120
797,327,CUST797,5,3,75
798,280,CUST798,8,1,50
799,141,CUST799,15,2,100
800,131,CUST800,12,4,1200
801,328,CUST801,8,4,200
802,54,CUST802,4,1,30
803,65,CUST803,5,4,100
804,45,CUST804,3,1,30
805,168,CUST805,13,3,1500
806,112,CUST806,14,3,900
807,125,CUST807,15,4,200
808,259,CUST808,13,4,2000
809,224,CUST809,1,2,100
810,199,CUST810,6,4,100
811,80,CUST811,9,2,50
812,282,CUST812,6,3,75
813,100,CUST813,15,3,150
814,329,CUST814,2,1,500
815,287,CUST815,5,3,75
816,270,CUST816,13,2,1000
817,316,CUST817,1,4,200
818,89,CUST818,10,1,500
819,140,CUST819,1,2,100
820,5,CUST820,15,4,200
821,11,CUST821,7,1,300
822,30,CUST822,1,3,150
823,305,CUST823,15,2,100
824,180,CUST824,11,4,120
825,301,CUST825,9,1,25
826,219,CUST826,12,1,300
827,290,CUST827,14,3,900
828,175,CUST828,7,4,1200
829,38,CUST829,4,3,90
830,37,CUST830,8,3,150
831,268,CUST831,6,4,100
832,297,CUST832,13,4,2000
833,84,CUST833,1,4,200
834,195,CUST834,4,2,60
835,207,CUST835,8,4,200
836,91,CUST836,8,1,50
837,69,CUST837,4,3,90
838,306,CUST838,7,2,600
839,34,CUST839,7,4,1200
840,330,CUST840,5,2,50
841,114,CUST841,6,4,100
842,25,CUST842,12,2,600
843,248,CUST843,13,3,1500
844,206,CUST844,8,3,150
845,122,CUST845,2,1,500
846,162,CUST846,1,1,50
847,182,CUST847,7,4,1200
848,147,CUST848,5,3,75
849,146,CUST849,5,2,50
850,181,CUST850,13,2,1000
851,141,CUST851,6,2,50
852,206,CUST852,12,1,300
853,146,CUST853,13,2,1000
854,157,CUST854,8,1,50
855,153,CUST855,9,1,25
856,189,CUST856,3,4,120
857,331,CUST857,6,2,50
858,332,CUST858,15,2,100
859,28,CUST859,10,3,1500
860,333,CUST860,8,4,200
861,16,CUST861,11,3,90
862,51,CUST862,7,4,1200
863,263,CUST863,6,2,50
864,283,CUST864,10,1,500
865,334,CUST865,12,1,300
866,180,CUST866,15,1,50
867,265,CUST867,10,1,500
868,238,CUST868,7,1,300
869,269,CUST869,13,3,1500
870,322,CUST870,3,4,120
871,179,CUST871,4,2,60
872,121,CUST872,9,3,75
873,137,CUST873,6,4,100
874,41,CUST874,4,1,30
875,299,CUST875,10,4,2000
876,154,CUST876,11,4,120
877,172,CUST877,5,1,25
878,314,CUST878,11,1,30
879,25,CUST879,11,1,30
880,64,CUST880,13,2,1000
881,80,CUST881,7,1,300
882,265,CUST882,6,2,50
883,120,CUST883,10,1,500
884,311,CUST884,11,2,60
885,164,CUST885,11,4,120
886,56,CUST886,7,3,900
887,87,CUST887,5,4,100
888,164,CUST888,6,4,100
889,46,CUST889,15,1,50
890,157,CUST890,6,2,50
891,335,CUST891,7,3,900
892,56,CUST892,15,1,50
893,36,CUST893,15,1,50
894,329,CUST894,3,1,30
895,248,CUST895,11,4,120
896,29,CUST896,6,2,50
897,336,CUST897,15,2,100
898,114,CUST898,11,3,90
899,243,CUST899,12,2,600
900,63,CUST900,11,2,60
901,295,CUST901,3,1,30
902,208,CUST902,1,1,50
903,61,CUST903,1,4,200
904,337,CUST904,2,1,500
905,129,CUST905,14,1,300
906,235,CUST906,8,1,50
907,200,CUST907,6,1,25
908,168,CUST908,14,4,1200
909,78,CUST909,7,1,300
910,150,CUST910,1,3,150
911,4,CUST911,7,3,900
912,59,CUST912,1,3,150
913,186,CUST913,3,3,90
914,121,CUST914,10,1,500
915,338,CUST915,4,3,90
916,33,CUST916,15,1,50
